voter_name,affiliation,first_fwd,first_fwd_2,first_cen,first_g,first_g_2,second_fwd,second_fwd_2,second_cen,second_g,second_g_2,year,award
Nira Khurana,Excelsior,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Wall, John (Was.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Whiteside, Hassan (Mia.)","Paul, Chris (LA-C)","Conley, Mike (Mem.)",2017,All-Defense
Paul Flannery,SB Nation,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)",2017,All-Defense
Rachel Nichols,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Roberson, Andre (OKC.)","Allen, Tony (Mem.)","Jordan, DeAndre (LA-C)","Beverley, Patrick (Hou.)","Rubio, Ricky (Min.)",2017,All-Defense
Ramona Shelburne,ESPN.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Roberson, Andre (OKC.)","George, Paul (Ind.)","Davis, Anthony (N.O.)","Beverley, Patrick (Hou.)","Allen, Tony (Mem.)",2017,All-Defense
Reggie Miller,Turner,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Westbrook, Russell (OKC.)","James, LeBron (Cle.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Smart, Marcus (Bos.)","Paul, Chris (LA-C)",2017,All-Defense
Ric Bucher,Bleacher Report,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Paul, Chris (LA-C)","Aminu, Al-Farouq (Por.)","Antetokounmpo, Giannis (Mil.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Thompson, Klay (G.S.)",2017,All-Defense
Richard Walker,Gaston Gazette,"Green, Draymond (G.S.)","Towns, Karl-Anthony (Min.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Gobert, Rudy (Utah)","Batum, Nicolas (Cha.)","Lillard, Damian (Por.)",2017,All-Defense
Rod Beard,Detroit News,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Millsap, Paul (Atl.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Green, Danny (S.A.)","Bradley, Avery (Bos.)",2017,All-Defense
Ron Tillery,Memphis Commercial-Appeal,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)",2017,All-Defense
Royce Young,ESPN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Green, Danny (S.A.)","Thompson, Klay (G.S.)","Durant, Kevin (G.S.)","Roberson, Andre (OKC.)","Zeller, Cody (Cha.)","Paul, Chris (LA-C)","Bradley, Avery (Bos.)",2017,All-Defense
Ryan Wolstat,Toronto Sun,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Paul, Chris (LA-C)","Crowder, Jae (Bos.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Wall, John (Was.)","Green, Danny (S.A.)",2017,All-Defense
Sage Steele,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Beverley, Patrick (Hou.)","Allen, Tony (Mem.)",2017,All-Defense
Sam Amick,USA Today,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Green, Danny (S.A.)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Allen, Tony (Mem.)","Paul, Chris (LA-C)",2017,All-Defense
Sean Deveney,The Sporting News,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Thompson, Klay (G.S.)","Holiday, Jrue (N.O.)",2017,All-Defense
Sekou Smith,NBA.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)","George, Paul (Ind.)","Butler, Jimmy (Chi.)","Jordan, DeAndre (LA-C)","Thompson, Klay (G.S.)","Bradley, Avery (Bos.)",2017,All-Defense
Sherrod Blakely,CSN New England,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Smart, Marcus (Bos.)","Antetokounmpo, Giannis (Mil.)","Allen, Tony (Mem.)","Crowder, Jae (Bos.)","Whiteside, Hassan (Mia.)","Bradley, Avery (Bos.)","Beverley, Patrick (Hou.)",2017,All-Defense
Steve Aschburner,NBA.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Butler, Jimmy (Chi.)","Jordan, DeAndre (LA-C)","Bradley, Avery (Bos.)","Paul, Chris (LA-C)",2017,All-Defense
Steve Kyler,Basketball Insiders,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Paul, Chris (LA-C)","Davis, Anthony (N.O.)","Durant, Kevin (G.S.)","Whiteside, Hassan (Mia.)","Green, Danny (S.A.)","Curry, Stephen (G.S.)",2017,All-Defense
Steve Smith,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Bradley, Avery (Bos.)","Roberson, Andre (OKC.)","Antetokounmpo, Giannis (Mil.)","Jordan, DeAndre (LA-C)","Beverley, Patrick (Hou.)","Paul, Chris (LA-C)",2017,All-Defense
Tim Reynolds,Associated Press,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Antetokounmpo, Giannis (Mil.)","Paul, Chris (LA-C)","Davis, Anthony (N.O.)","Millsap, Paul (Atl.)","Whiteside, Hassan (Mia.)","Allen, Tony (Mem.)","Wall, John (Was.)",2017,All-Defense
TJ Manotoc,ABC-CBN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Bradley, Avery (Bos.)","Matthews, Wesley (Dal.)","Davis, Anthony (N.O.)","Roberson, Andre (OKC.)","Jordan, DeAndre (LA-C)","Green, Danny (S.A.)","Allen, Tony (Mem.)",2017,All-Defense
Tony Jones,Salt Lake Tribune,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Paul, Chris (LA-C)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Jordan, DeAndre (LA-C)","Green, Danny (S.A.)","Allen, Tony (Mem.)",2017,All-Defense
Vince Goodwill,CSN Chicago,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Bradley, Avery (Bos.)","Allen, Tony (Mem.)",2017,All-Defense
Weiping Zhang,CCTV,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Davis, Anthony (N.O.)","Millsap, Paul (Atl.)","Howard, Dwight (Atl.)","Green, Danny (S.A.)","Allen, Tony (Mem.)",2017,All-Defense
Yoko Miyaji,Sports Graphic Number,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Smart, Marcus (Bos.)","Butler, Jimmy (Chi.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Antetokounmpo, Giannis (Mil.)","Beverley, Patrick (Hou.)",2017,All-Defense
Zach Lowe,ESPN.com,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Green, Danny (S.A.)","Paul, Chris (LA-C)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)",2017,All-Defense
Aaron Falk,Salt Lake Tribune,"Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Green, Draymond -- GS","Paul, Chris -- LAC","Thompson, Klay -- GS","Crowder, Jae -- BOS","George, Paul -- IND","Gobert, Rudy -- UTA","Bradley, Avery -- BOS","Caldwell-Pope, Kentavious -- DET",2016,All-Defense
Adrian Chavarria,KEYH 850 AM,"James, LeBron -- CLE","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Curry, Stephen -- GS","Ariza, Trevor -- HOU","Davis, Anthony -- NOP","Cousins, DeMarcus -- SAC","Allen, Tony -- MEM","Lowry, Kyle -- TOR",2016,All-Defense
Alan Horton,WCCO 830-AM,"George, Paul -- IND","Leonard, Kawhi -- SA","Green, Draymond -- GS","Paul, Chris -- LAC","Bradley, Avery -- BOS","Millsap, Paul -- ATL","James, LeBron -- CLE","Whiteside, Hassan -- MIA","Rubio, Ricky -- MIN","Allen, Tony -- MEM",2016,All-Defense
Andre Aldridge,Fox Sports South,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Bradley, Avery -- BOS","Green, Danny -- SA","Millsap, Paul -- ATL","James, LeBron -- CLE","Duncan, Tim -- SA","Paul, Chris -- LAC","Caldwell-Pope, Kentavious -- DET",2016,All-Defense
Andy Vasquez,Bergen Record,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA","Paul, Chris -- LAC","Rubio, Ricky -- MIN","George, Paul -- IND","Millsap, Paul -- ATL","Jordan, DeAndre -- LAC","Caldwell-Pope, Kentavious -- DET","Allen, Tony -- MEM",2016,All-Defense
Anthony Slater,The Oklahoman,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Bradley, Avery -- BOS","Paul, Chris -- LAC","Millsap, Paul -- ATL","Crowder, Jae -- BOS","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Butler, Jimmy -- CHI",2016,All-Defense
Bill Land,Fox Sports Southwest,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Bradley, Avery -- BOS","Antetokounmpo, Giannis -- MIL","Iguodala, Andre -- GS","Whiteside, Hassan -- MIA","Paul, Chris -- LAC","Beverley, Patrick -- HOU",2016,All-Defense
Bill Oram,Orange County Register,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Rubio, Ricky -- MIN","Bradley, Avery -- BOS","Crowder, Jae -- BOS","George, Paul -- IND","Jordan, DeAndre -- LAC","Green, Danny -- SA","Caldwell-Pope, Kentavious -- DET",2016,All-Defense
Bill Reiter,CBSSports.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Bradley, Avery -- BOS","Caldwell-Pope, Kentavious -- DET","Crowder, Jae -- BOS","Millsap, Paul -- ATL","Whiteside, Hassan -- MIA","Thompson, Klay -- GS","Paul, Chris -- LAC",2016,All-Defense
Bill Schoening,WOAI Radio,"Millsap, Paul -- ATL","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Beverley, Patrick -- HOU","Davis, Anthony -- NOP","Duncan, Tim -- SA","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Butler, Jimmy -- CHI",2016,All-Defense
Bill Simmons,Bill Simmons Podcast/HBO,"Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Green, Draymond -- GS","Bradley, Avery -- BOS","Paul, Chris -- LAC","Crowder, Jae -- BOS","George, Paul -- IND","Whiteside, Hassan -- MIA","Rubio, Ricky -- MIN","Thompson, Klay -- GS",2016,All-Defense
Bill Wennington,ESPN AM 1000,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","George, Paul -- IND","Westbrook, Russell -- OKC","Millsap, Paul -- ATL","James, LeBron -- CLE","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Butler, Jimmy -- CHI",2016,All-Defense
Bob Rathbun,Fox Sports South,"Millsap, Paul -- ATL","Leonard, Kawhi -- SA","Drummond, Andre -- DET","Green, Danny -- SA","Allen, Tony -- MEM","Crowder, Jae -- BOS","Green, Draymond -- GS","Jordan, DeAndre -- LAC","George, Paul -- IND","James, LeBron -- CLE",2016,All-Defense
Brendan Brown,MSG Network,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Gobert, Rudy -- UTA","Bradley, Avery -- BOS","Butler, Jimmy -- CHI","Crowder, Jae -- BOS","Iguodala, Andre -- GS","Whiteside, Hassan -- MIA","Lowry, Kyle -- TOR","Paul, Chris -- LAC",2016,All-Defense
Brian Davis,Fox Sports Oklahoma,"Green, Draymond -- GS","Millsap, Paul -- ATL","Whiteside, Hassan -- MIA","Leonard, Kawhi -- SA","Paul, Chris -- LAC","Scott, Mike -- ATL","James, LeBron -- CLE","Drummond, Andre -- DET","Wall, John -- WAS","Westbrook, Russell -- OKC",2016,All-Defense
Brian Mahoney,Associated Press,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Lowry, Kyle -- TOR","Bradley, Avery -- BOS","Millsap, Paul -- ATL","Davis, Anthony -- NOP","Jordan, DeAndre -- LAC","Green, Danny -- SA","Westbrook, Russell -- OKC",2016,All-Defense
Brian Sieman,The Beast 980,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Paul, Chris -- LAC","Millsap, Paul -- ATL","Duncan, Tim -- SA","Whiteside, Hassan -- MIA","Bradley, Avery -- BOS","Iguodala, Andre -- GS",2016,All-Defense
Brian Windhorst,ESPN.com,"George, Paul -- IND","Leonard, Kawhi -- SA","Green, Draymond -- GS","Lowry, Kyle -- TOR","Allen, Tony -- MEM","Crowder, Jae -- BOS","Millsap, Paul -- ATL","Horford, Al -- ATL","Bradley, Avery -- BOS","Paul, Chris -- LAC",2016,All-Defense
Candace Buckner,Indianapolis Star,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Westbrook, Russell -- OKC","Millsap, Paul -- ATL","Davis, Anthony -- NOP","Jordan, DeAndre -- LAC","Lowry, Kyle -- TOR","Paul, Chris -- LAC",2016,All-Defense
Cedric Maxwell,98.5 The Sports Hub,"Leonard, Kawhi -- SA","Ibaka, Serge -- OKC","Whiteside, Hassan -- MIA","Bradley, Avery -- BOS","Lowry, Kyle -- TOR","Green, Draymond -- GS","James, LeBron -- CLE","Drummond, Andre -- DET","Wall, John -- WAS","Wade, Dwyane -- MIA",2016,All-Defense
Charles Gardner,Milwaukee Journal Sentinel,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","James, LeBron -- CLE","Millsap, Paul -- ATL","Crowder, Jae -- BOS","Whiteside, Hassan -- MIA","George, Paul -- IND","Allen, Tony -- MEM",2016,All-Defense
Chris Broussard,ESPN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Lowry, Kyle -- TOR","Bradley, Avery -- BOS","Duncan, Tim -- SA","Millsap, Paul -- ATL","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Beverley, Patrick -- HOU",2016,All-Defense
Chris Denari,Fox Sports Indiana,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Paul, Chris -- LAC","Westbrook, Russell -- OKC","James, LeBron -- CLE","Allen, Tony -- MEM","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Bradley, Avery -- BOS",2016,All-Defense
Chris Marlowe,Altitude Sports & Entertainment,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Paul, Chris -- LAC","Allen, Tony -- MEM","James, LeBron -- CLE","Crowder, Jae -- BOS","Gobert, Rudy -- UTA","Westbrook, Russell -- OKC","Bradley, Avery -- BOS",2016,All-Defense
Chris Sheridan,Sheridanhoops.com,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Rubio, Ricky -- MIN","Paul, Chris -- LAC","Allen, Tony -- MEM","Millsap, Paul -- ATL","Jordan, DeAndre -- LAC","Westbrook, Russell -- OKC","Curry, Stephen -- GS",2016,All-Defense
Chuck Cooperstein,ESPN 103.3,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Rubio, Ricky -- MIN","Allen, Tony -- MEM","Millsap, Paul -- ATL","Crowder, Jae -- BOS","Whiteside, Hassan -- MIA","Paul, Chris -- LAC","Thompson, Klay -- GS",2016,All-Defense
Dan Woike,Orange County Register,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Bradley, Avery -- BOS","Allen, Tony -- MEM","Crowder, Jae -- BOS","Millsap, Paul -- ATL","Duncan, Tim -- SA","Lowry, Kyle -- TOR","Thompson, Klay -- GS",2016,All-Defense
Dante Marchitelli,Fox Sports Florida,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Bradley, Avery -- BOS","Millsap, Paul -- ATL","George, Paul -- IND","Drummond, Andre -- DET","Caldwell-Pope, Kentavious -- DET","Thompson, Klay -- GS",2016,All-Defense
David Aldridge,TNT,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Green, Danny -- SA","Bradley, Avery -- BOS","Millsap, Paul -- ATL","George, Paul -- IND","Duncan, Tim -- SA","Rubio, Ricky -- MIN","Allen, Tony -- MEM",2016,All-Defense
David Mayo,Mlive Media Group,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Bradley, Avery -- BOS","Butler, Jimmy -- CHI","George, Paul -- IND","Millsap, Paul -- ATL","Jordan, DeAndre -- LAC","Caldwell-Pope, Kentavious -- DET","Green, Danny -- SA",2016,All-Defense
David Wesley,Fox Sports New Orleans,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Paul, Chris -- LAC","Porzingis, Kristaps -- NYK","James, LeBron -- CLE","Gobert, Rudy -- UTA","Westbrook, Russell -- OKC","Curry, Stephen -- GS",2016,All-Defense
Dennis Neumann,ESPN 580 AM,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Bradley, Avery -- BOS","Crowder, Jae -- BOS","Millsap, Paul -- ATL","Jordan, DeAndre -- LAC","Green, Danny -- SA","Paul, Chris -- LAC",2016,All-Defense
Diamond Leung,Bay Area News Group,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Paul, Chris -- LAC","Bradley, Avery -- BOS","Millsap, Paul -- ATL","Ibaka, Serge -- OKC","Bogut, Andrew -- GS","Caldwell-Pope, Kentavious -- DET","Curry, Stephen -- GS",2016,All-Defense
Doris Burke,ESPN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA","Paul, Chris -- LAC","Butler, Jimmy -- CHI","Millsap, Paul -- ATL","George, Paul -- IND","Jordan, DeAndre -- LAC","Rubio, Ricky -- MIN","Bradley, Avery -- BOS",2016,All-Defense
Doug Smith,The Toronto Star,"Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Drummond, Andre -- DET","Bradley, Avery -- BOS","Allen, Tony -- MEM","Green, Draymond -- GS","Crowder, Jae -- BOS","Gobert, Rudy -- UTA","Paul, Chris -- LAC","Butler, Jimmy -- CHI",2016,All-Defense
Dwain Price,Ft. Worth Star Telegam,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Curry, Stephen -- GS","Westbrook, Russell -- OKC","Ibaka, Serge -- OKC","Davis, Anthony -- NOP","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Lowry, Kyle -- TOR",2016,All-Defense
Eddie Johnson,Fox Sports Arizona,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA","Paul, Chris -- LAC","Bradley, Avery -- BOS","James, LeBron -- CLE","Barnes, Harrison -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Lowry, Kyle -- TOR",2016,All-Defense
Eddie Sefko,Dallas Morning News,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Lowry, Kyle -- TOR","Paul, Chris -- LAC","James, LeBron -- CLE","Millsap, Paul -- ATL","Whiteside, Hassan -- MIA","Matthews, Wesley -- DAL","Curry, Stephen -- GS",2016,All-Defense
Eric Hasseltine,92.9 FM ESPN/680 AM ESPN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Paul, Chris -- LAC","Davis, Anthony -- NOP","Millsap, Paul -- ATL","Jordan, DeAndre -- LAC","Lowry, Kyle -- TOR","Bazemore, Kent -- ATL",2016,All-Defense
Eric Reid,Fox Sports Sun,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Bradley, Avery -- BOS","Lowry, Kyle -- TOR","Millsap, Paul -- ATL","Crowder, Jae -- BOS","Jordan, DeAndre -- LAC","Green, Danny -- SA","Paul, Chris -- LAC",2016,All-Defense
Eric Smith,TSN 1050/Sportsnet 590 The Fan,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Thompson, Klay -- GS","Bradley, Avery -- BOS","Crowder, Jae -- BOS","Millsap, Paul -- ATL","Gobert, Rudy -- UTA","Green, Danny -- SA","Caldwell-Pope, Kentavious -- DET",2016,All-Defense
Ernie Johnson,TNT,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Bradley, Avery -- BOS","Allen, Tony -- MEM","James, LeBron -- CLE","Davis, Anthony -- NOP","Whiteside, Hassan -- MIA","Paul, Chris -- LAC","Lowry, Kyle -- TOR",2016,All-Defense
Fran Blinebury,NBA.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Duncan, Tim -- SA","Paul, Chris -- LAC","Allen, Tony -- MEM","George, Paul -- IND","Millsap, Paul -- ATL","Gobert, Rudy -- UTA","Rubio, Ricky -- MIN","Thompson, Klay -- GS",2016,All-Defense
Frank Isola,Sirius Radio/New York Daily News,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Lowry, Kyle -- TOR","Paul, Chris -- LAC","James, LeBron -- CLE","Crowder, Jae -- BOS","Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Westbrook, Russell -- OKC",2016,All-Defense
Fred McLeod,Fox Sports Ohio,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gobert, Rudy -- UTA","Bradley, Avery -- BOS","Green, Danny -- SA","Millsap, Paul -- ATL","Crowder, Jae -- BOS","Whiteside, Hassan -- MIA","Thompson, Klay -- GS","Caldwell-Pope, Kentavious -- DET",2016,All-Defense
Gary Gerould,Comcast SportsNet-CA,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Butler, Jimmy -- CHI","Millsap, Paul -- ATL","Davis, Anthony -- NOP","Whiteside, Hassan -- MIA","Beverley, Patrick -- HOU","Bradley, Avery -- BOS",2016,All-Defense
Gary Washburn,Boston Globe,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Westbrook, Russell -- OKC","Bradley, Avery -- BOS","Davis, Anthony -- NOP","Millsap, Paul -- ATL","Gobert, Rudy -- UTA","Allen, Tony -- MEM","Paul, Chris -- LAC",2016,All-Defense
George Blaha,WMGC / Fox Sports Detroit,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Paul, Chris -- LAC","Westbrook, Russell -- OKC","Ibaka, Serge -- OKC","Davis, Anthony -- NOP","Jordan, DeAndre -- LAC","Lowry, Kyle -- TOR","Wall, John -- WAS",2016,All-Defense
Glenn Consor,106.7 The Fan,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Crowder, Jae -- BOS","Millsap, Paul -- ATL","George, Paul -- IND","Whiteside, Hassan -- MIA","Paul, Chris -- LAC","Allen, Tony -- MEM",2016,All-Defense
Grant Napear,Comcast SportsNet-CA,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Bradley, Avery -- BOS","Paul, Chris -- LAC","Millsap, Paul -- ATL","Duncan, Tim -- SA","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Beverley, Patrick -- HOU",2016,All-Defense
Howard Beck,Bleacher Report,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Duncan, Tim -- SA","Rubio, Ricky -- MIN","Allen, Tony -- MEM","Millsap, Paul -- ATL","George, Paul -- IND","Gobert, Rudy -- UTA","Paul, Chris -- LAC","Bradley, Avery -- BOS",2016,All-Defense
Hubie Brown,ESPN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Thompson, Klay -- GS","James, LeBron -- CLE","Davis, Anthony -- NOP","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Butler, Jimmy -- CHI",2016,All-Defense
Ian Eagle,YES Network,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Allen, Tony -- MEM","Crowder, Jae -- BOS","Duncan, Tim -- SA","Gobert, Rudy -- UTA","Lowry, Kyle -- TOR","Bradley, Avery -- BOS",2016,All-Defense
Ira Winderman,South Florida Sun Sentinel,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Bradley, Avery -- BOS","Millsap, Paul -- ATL","Duncan, Tim -- SA","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Green, Danny -- SA",2016,All-Defense
Israel Guttierez,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Bradley, Avery -- BOS","Green, Danny -- SA","Crowder, Jae -- BOS","Millsap, Paul -- ATL","Gobert, Rudy -- UTA","Rubio, Ricky -- MIN","Allen, Tony -- MEM",2016,All-Defense
